sample_number,follow_number,Date_Collected,month,year,Who_Collected,Time_Collected,Orangutan_ID,ID_correction,class,flanged_since,known_birth_yr,known_birth_months,known_age_in_months,next_sib_birth_yr,next_sib_birth_month,last_inf_yr,last_inf_month,next_inf_yr,next_inf_mo,known_offspring,known_num_offspring,estim_birth,estim_age_years,age_class,comment
1121,7771,13-Mar-16,3,2016,Abuk,6:24:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1122,7774,15-Mar-16,3,2016,Isman,7:08:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1123,7776,17-Mar-16,3,2016,Abuk,8:40:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1125,7778,19-Mar-16,3,2016,Idun,5:08:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1126,7783,24-Mar-16,3,2016,Isman,5:45:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1127,7785,25-Mar-16,3,2016,Abuk,5:34:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1128,7789,27-Mar-16,3,2016,Idun,5:34:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1129,7790,27-Mar-16,3,2016,Abuk,5:44:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1130,7794,28-Mar-16,3,2016,Idun,5:29:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1131,7798,30-Mar-16,3,2016,Suwi,5:17:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1132,7807,16-Apr-16,4,2016,Suwi,5:02:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1135,7812,19-Apr-16,4,2016,Isman,5:11:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1136,7814,20-Apr-16,4,2016,Suwi,5:10:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1138,7823,23-Apr-16,4,2016,Abuk,6:12:00 AM,Desy,Desy,pregnant,,,,,,,2010,7,2016,6,MM,,,,,
1139,7825,24-Apr-16,4,2016,Julia,5:20:00 AM,Desy,Desy,pregnant,,,,,,,2010,7,2016,6,MM,,,,,
1142,7832,27-Apr-16,4,2016,Yulia,5:42:00 AM,Danum,Danum,local offspring,,2010,7,69,,,,,,,,,,,,
1140,7833,27-Apr-16,4,2016,Suwi,5:22:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1143,7837,28-Apr-16,4,2016,Abuk,6:13:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1144,7838,28-Apr-16,4,2016,Suwi,4:58:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1145,7842,29-Apr-16,4,2016,Tono,5:15:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1146,7843,29-Apr-16,4,2016,Abuk,5:13:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1147,7847,30-Apr-16,4,2016,Suwi,5:35:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1148,7848,30-Apr-16,4,2016,Abuk,4:34:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1150,7853,1-May-16,5,2016,Rahmatd,5:14:00 AM,Mawas,Mawas,local offspring,,2008,7,94,2014,11,,,,,,,,,,
1151,7851,1-May-16,5,2016,Idun,5:17:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1153,7864,6-May-16,5,2016,Isman,5:59:00 AM,Charlie,Charlie,local offspring,,,,,2014,9,,,,,,,2008,8,,
1154,7869,8-May-16,5,2016,Suwi,5:00:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,31,mid-aged flanged,
1155,7870,8-May-16,5,2016,Abuk,4:57:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1156,7871,9-May-16,5,2016,Abuk,8:44:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,31,mid-aged flanged,
1157,7872,9-May-16,5,2016,Isman,1:23:00 PM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1159,7875,10-May-16,5,2016,Julia,5:08:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1158,7874,10-May-16,5,2016,Isman,10:50:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1160,7849,11-May-16,5,2016,Isman,4:54:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1161,7878,11-May-16,5,2016,Suwi,5:27:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1163,7882,12-May-16,5,2016,Suwi,5:21:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1164,7884,14-May-16,5,2016,Suwi,7:11:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1165,7886,14-May-16,5,2016,Isman,4:58:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1166,7888,14-May-16,5,2016,Suwi,5:09:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MM+F,3,<1986,30,,day of birth Pina
1169,7892,15-May-16,5,2016,Abuk,5:34:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1167,7895,15-May-16,5,2016,Isman,6:17:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,33,mid-aged flanged,
1172,7897,16-May-16,5,2016,Isman,5:20:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1175,7900,16-May-16,5,2016,Yulia,5:48:00 AM,Petzy,Petzy,local offspring,,,,,2016,5,,,,,,,2008,8,,2 days after birth sibling Pina
1173,7901,16-May-16,5,2016,Rahmatal,5:10:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,33,mid-aged flanged,
1171,7902,16-May-16,5,2016,Idun,5:21:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1174,7899,16-May-16,5,2016,Yulia,6:38:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,2 days after giving birth Pina
1176,7908,17-May-16,5,2016,Beth,1:02:00 PM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,33,mid-aged flanged,
1178,7909,18-May-16,5,2016,Tono,5:13:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1177,7913,18-May-16,5,2016,Isman,12:00:00 PM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,33,mid-aged flanged,
1179,7911,18-May-16,5,2016,Yulia,5:17:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,4 days after giving birth Pina
1181,7915,19-May-16,5,2016,Yulia,5:36:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1182,7919,20-May-16,5,2016,Idun,5:04:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1183,7929,21-May-16,5,2016,Rahmatd,5:01:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1184,7935,22-May-16,5,2016,Abuk,4:47:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1185,7940,23-May-16,5,2016,Tono,4:54:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1187,7938,23-May-16,5,2016,Isman,4:59:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1186,7942,23-May-16,5,2016,Ramahtd,5:17:00 AM,Kiki,Kiki,unflanged,,,,,,,,,,,,,<1995,21,old unflanged,
1188,7943,23-May-16,5,2016,Abuk,5:07:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1189,7949,24-May-16,5,2016,Isman,5:18:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1190,7951,24-May-16,5,2016,Rahmatd,4:58:00 AM,Kiki,Kiki,unflanged,,,,,,,,,,,,,<1996,20,old unflanged,
1191,7952,24-May-16,5,2016,Idun,5:18:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1192,7955,25-May-16,5,2016,Tono,5:16:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1193,7959,26-May-16,5,2016,Suwi,11:09:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1194,7961,26-May-16,5,2016,Abuk,6:56:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1195,7966,27-May-16,5,2016,Abuk,5:15:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1196,7965,27-May-16,5,2016,Suwi,7:26:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1197,7983,2-Jun-16,6,2016,Suwi,4:35:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1199,1998 / 7998,5-Jun-16,6,2016,Yulia,5:29:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1202,8010,7-Jun-16,6,2016,Isman,4:58:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1203,8015,8-Jun-16,6,2016,Suwi,5:01:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1206,8023,9-Jun-16,6,2016,Rahmatd,5:30:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1205,8021,9-Jun-16,6,2016,Abuk,7:09:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1208,8027,10-Jun-16,6,2016,Rebecca,5:56:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1207,8028,10-Jun-16,6,2016,Isman,5:05:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1209,8031,11-Jun-16,6,2016,Suwi,5:22:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1210,8035,12-Jun-16,6,2016,Idun,5:21:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1211,8039,13-Jun-16,6,2016,Isman,6:30:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,26,,2 days after giving birth
1212,8042,14-Jun-16,6,2016,Yulia,4:46:00 AM,Desy,Desy,parous female,,,,,,,2016,6,,,MMM,3,1990,26,,3 days after giving birth
1215,8052,16-Jun-16,6,2016,Isman,6:58:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1218,8057,17-Jun-16,6,2016,Idun,5:37:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1217,8058,17-Jun-16,6,2016,Abuk,5:34:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1221,8062,18-Jun-16,6,2016,Abuk,9:52:00 AM,Gismo,Gismo,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1220,8063,18-Jun-16,6,2016,Tono,4:38:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1224,8077,26-Jun-16,6,2016,Suwi,5:27:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1223,8076,26-Jun-16,6,2016,Abuk,5:22:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1226,8086,29-Jun-16,6,2016,Suwi,5:36:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1228,8089,30-Jun-16,6,2016,Tono,6:51:00 AM,Mawas,Mawas,local offspring,,2008,7,95,2014,11,,,,,,,,,,
1227,8090,30-Jun-16,6,2016,Suwi,5:35:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1229,8093,1-Jul-16,7,2016,Idun,5:32:00 AM,Mawas,Mawas,local offspring,,2008,7,96,2014,11,,,,,,,,,,
1230,8094,1-Jul-16,7,2016,Abuk,5:22:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1232,8097,2-Jul-16,7,2016,Rebecca,5:31:00 AM,Mawas,Mawas,local offspring,,2008,7,96,2014,11,,,,,,,,,,
1233,8098,2-Jul-16,7,2016,"Jade, Hanon?",5:36:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1235,8101,3-Jul-16,7,2016,Jade,5:24:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1236,8106,4-Jul-16,7,2016,Rebecca,5:36:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1237,8108,5-Jul-16,7,2016,Nanon,5:36:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1238,8112,6-Jul-16,7,2016,Yulia,5:41:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1239,8114,7-Jul-16,7,2016,Rebecca,5:35:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1240,8113,7-Jul-16,7,2016,Rebecca,5:24:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1242,8117,8-Jul-16,7,2016,Rebecca,5:48:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1241,8115,8-Jul-16,7,2016,Jade,5:50:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1243,8118,9-Jul-16,7,2016,Julia,7:15:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1244,8123,10-Jul-16,7,2016,Nanon,5:43:00 AM,Ipsy,Ipsy,local offspring,,2007,6,109,2014,1,,,,,,,,,,irregular association with mother sin jan 2016
1247,8129,13-Jul-16,7,2016,Rebecca,5:40:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,22,,
1246,8131,13-Jul-16,7,2016,Suwi,4:36:00 AM,Charlie,Charlie,local offspring,,,,,2014,,,,,,,,2008,8,,
1249,8133,14-Jul-16,7,2016,Julia,6:24:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,22,,
1250,8135,14-Jul-16,7,2016,Suwi,6:24:00 AM,Charlie,Charlie,local offspring,,,,,2014,,,,,,,,2008,8,,
1248,8136,14-Jul-16,7,2016,Isman,5:22:00 AM,Unknown unflanged male,Jip-dua,unflanged,,,,,,,,,,,,,2001,14,young unflanged,"look alike Jip, but prob. different"
1252,8138,15-Jul-16,7,2016,Suwi,6:24:00 AM,Cinta,Cinta,parous female,,,,,,,2014,9,,,MM,2,<1994,22,,
1251,8140,15-Jul-16,7,2016,Abuk,5:29:00 AM,Unknown unflanged male,Jip-dua,unflanged,,,,,,,,,,,,,2001,14,young unflanged,"look alike Jip, but prob. different"
1253,8144,16-Jul-16,7,2016,Tono,5:27:00 AM,Jip,Jip,local offspring,,2006,2,125,2013,7,,,,,,,,,,
1255,8149,17-Jul-16,7,2016,Abuk,5:21:00 AM,Jip,Jip,local offspring,,2006,2,125,2013,7,,,,,,,,,,
1261,8163,20-Jul-16,7,2016,Suwi,5:01:00 AM,Tuk-Tuk,Tuk-Tuk,local offspring,,,,,,,,,,,,,,,,
1260,8164,20-Jul-16,7,2016,Daniel,5:14:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1263,8168,21-Jul-16,7,2016,Tono,5:42:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1282,8202,21-Jul-16,7,2016,Suwi,5:20:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1264,8172,22-Jul-16,7,2016,Abuk,5:20:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1265,8173,22-Jul-16,7,2016,Rebecca,10:18:00 PM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1271,8175,23-Jul-16,7,2016,Julia,4:37:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1270,8177,23-Jul-16,7,2016,Isman,4:35:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1268,8178,23-Jul-16,7,2016,Tono,6:06:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1274,8180,24-Jul-16,7,2016,Suwi,4:52:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1273,8182,24-Jul-16,7,2016,Rebecca,5:12:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1277,8186,25-Jul-16,7,2016,Rahmatd,5:29:00 AM,Ted,Ted,unflanged,,,,,,,,,,,,,<1998,18,young unflanged,
1276,8189,25-Jul-16,7,2016,Idun,5:20:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1279,8193,29-Jul-16,7,2016,Suwi,5:11:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1281,8197,30-Jul-16,7,2016,Idun,4:48:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1283,8204,31-Jul-16,7,2016,Idun,5:57:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,31,mid-aged flanged,
1285,8207,1-Aug-16,8,2016,Idun,5:28:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1284,8205,1-Aug-16,8,2016,Daniel,4:57:00 AM,Kerry,Kerry,parous female,,,,,,,2014,6,,,FMM,3,c.1980,36,,
1286,8209,2-Aug-16,8,2016,Tono,5:29:00 AM,Sugus,Sugus,flanged,<2013,,,,,,,,,,,,<1985,31,mid-aged flanged,
1289,8210,2-Aug-16,8,2016,Rahmatd,7:40:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1291,8215,3-Aug-16,8,2016,Tono,5:53:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1292,8217,4-Aug-16,8,2016,Abuk,5:48:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1294,8222,5-Aug-16,8,2016,Suwi,6:32:00 AM,Dayak,Dayak,flanged,2010,,,,,,,,,,,,<1985,31,mid-aged flanged,
1295,8225,6-Aug-16,8,2016,Abuk,5:40:00 AM,Jip,Jip,local offspring,,2006,2,126,2013,7,,,,,,,,,,
1296,8229,7-Aug-16,8,2016,Abuk,5:43:00 AM,Arthur,Arthur,flanged,<2015,,,,,,,,,,,,<1990,26,young flanged,
1298,8234,8-Aug-16,8,2016,Daniel,4:37:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1299,8233,8-Aug-16,8,2016,Isman,5:04:00 AM,Jip,Jip,local offspring,,2006,2,126,2013,7,,,,,,,,,,
1300,8237,9-Aug-16,8,2016,Idun,5:05:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1302,8250,11-Aug-16,8,2016,Daniel,4:41:00 AM,Kondor,Kondor,parous female,,,,,,,2015,4,,,(F)M,1+lost,1998,18,,
1301,8247,11-Aug-16,8,2016,Abuk,4:52:00 AM,Kino,Kino,local offspring,,2007,1,115,2014,6,,,,,,,,,,
1303,8257,12-Aug-16,8,2016,Suwi,5:15:00 AM,Streisel,Streisel,local adolescent,,,,,2010,3,,,,,,,2002,14,,"after death mother Sidony in July 2014, Streisel often but not always in association with younger sibling Sony"
1304,8258,12-Aug-16,8,2016,Julia,5:18:00 AM,Sony,Sony,local offspring,,2010,3,77,,,,,,,,,,,,orphan
1305,8255,12-Aug-16,8,2016,Abuk,5:12:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1306,8625,14-Aug-16,8,2016,Abuk,5:15:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1307,8270,19-Aug-16,8,2016,Suwi,5:10:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1310,8279,21-Aug-16,8,2016,Abuk,5:18:00 AM,Unknown flanged male,Unknown flanged male,flanged,,,,,,,,,,,,,,,,
1308,8274,21-Aug-16,8,2016,Isman,5:43:00 AM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1309,8277,21-Aug-16,8,2016,Idun,5:08:00 PM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1312,8283,22-Aug-16,8,2016,Isman,7:07:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1311,8281,22-Aug-16,8,2016,Idun,5:43:00 PM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1313,8286,23-Aug-16,8,2016,Idun,5:05:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1314,8284,23-Aug-16,8,2016,Tono,12:29:00 PM,Mindy,Mindy,parous female,,,,,,,2014,11,,,FFF,3,c.1986,30,,
1315,8287,24-Aug-16,8,2016,Suwi,5:40:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1316,8299,29-Aug-16,8,2016,Rahmatd,5:20:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1317,8302,30-Aug-16,8,2016,Isman,5:11:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1318,8304,31-Aug-16,8,2016,Suwi,5:18:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1319,8313,3-Sep-16,9,2016,Idun,7:32:00 AM,Helium,Helium,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1369,8315,4-Sep-16,9,2016,Abuk,5:05:00 AM,Orchid,Wilma,parous female,,,,,,,2013,,,,MFFF,4,<1978,38,,
1320,8320,6-Sep-16,9,2016,Isman,5:03:00 AM,Otto,Otto,flanged,<2008,,,,,,,,,,,,<1983,33,mid-aged flanged,
1321,8331,10-Sep-16,9,2016,Abuk,4:42:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1322,8354,29-Sep-16,9,2016,Abuk,5:36:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1323,8366,1-Oct-16,10,2016,Idun,6:18:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1324,8374,3-Oct-16,10,2016,Abuk,5:07:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1325,8327,3-Oct-16,10,2016,Isman,6:02:00 AM,Pinky,Pinky,parous female,,,,,,,2016,5,,,MMF,3,<1986,30,,
1326,8375,4-Oct-16,10,2016,Isman,5:16:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1327,8382,7-Oct-16,10,2016,Isman,4:49:00 AM,Henk,Henk,flanged,<2004,,,,,,,,,,,,<1979,37,old flanged,
1328,8385,8-Oct-16,10,2016,Abuk,4:54:00 AM,Henk,Henk,flanged,<2004,,,,,,,,,,,,<1979,37,old flanged,
1329,8400,13-Oct-16,10,2016,Abuk,5:03:00 AM,Ekko,Ekko,flanged,2015,,,,,,,,,,,,1990,26,young flanged,
1330,8419,22-Oct-16,10,2016,Idun,4:55:00 AM,Isidor,Isidor,flanged,<2005,,,,,,,,,,,,<1980,36,old flanged,
1331,8422,23-Oct-16,10,2016,Suwi,5:35:00 AM,Isidor,Isidor,flanged,<2005,,,,,,,,,,,,<1980,36,old flanged,
1332,8426,25-Oct-16,10,2016,Idun,5:12:00 AM,Isidor,Isidor,flanged,<2005,,,,,,,,,,,,<1980,36,old flanged,
1333,8430,26-Oct-16,10,2016,Isman,4:55:00 AM,Isidor,Isidor,flanged,<2005,,,,,,,,,,,,<1980,36,old flanged,
1334,8432,27-Oct-16,10,2016,Abuk,5:13:00 AM,Henk,Henk,flanged,<2004,,,,,,,,,,,,<1979,37,old flanged,
1335,8442,29-Oct-16,10,2016,Abuk,4:52:00 AM,Juni,Juni,parous female,,,,,,,2013,7,,,MF,2,c.1992,24,,
1336,8452,31-Oct-16,10,2016,Idun,4:47:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1337,8485,1-Nov-16,11,2016,Idun,5:22:00 AM,Tina,Tina,parous female,,,,,,,2012,2,,,MM,2,<1990,26,,
1338,8464,4-Nov-16,11,2016,Suwi,5:18:00 AM,Niko,Niko,flanged,<2003,,,,,,,,,,,,<1978,38,old flanged,
1339,8467,5-Nov-16,11,2016,Abuk,4:58:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1340,8474,7-Nov-16,11,2016,Abuk,5:17:00 AM,Inul,Inul,parous female,,,,,,,2014,7,,,FMFM,4,<1978,>38,old female,
1341,8484,11-Nov-16,11,2016,Suwi,4:52:00 AM,Jinak,Jinak,parous female,,,,,,,2011,7,,,FFFMM,5,1965,>51,old female,
1342,8493,14-Nov-16,11,2016,Idun,4:43:00 AM,Wodan,Wodan,flanged,2012,,,,,,,,,,,,1987,29,young flanged,
1343,8501,16-Nov-16,11,2016,Tono,5:18:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1344,8504,17-Nov-16,11,2016,Abuk,4:52:00 AM,Tomi,Tomi,flanged,<2012,,,,,,,,,,,,<1987,29,young flanged,
1346,8516,21-Nov-16,11,2016,Abuk,5:04:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1347,8522,22-Nov-16,11,2016,Rahmatd,5:05:00 AM,Milo,Milo,parous female,,,,,,,2015,12,,,M,1,2001,15,,
1348,8544,30-Nov-16,11,2016,Rahmatd,5:27:00 AM,Fugit,Fugit,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
1349,8547,1-Dec-16,12,2016,Suwi,5:21:00 AM,Fugit,Fugit,flanged,<2004,,,,,,,,,,,,<1980,36,old flanged,
